feature,importance
customer_city_joao lisboa,0.0
customer_city_joao monlevade,0.0
customer_city_joao pessoa,0.0
customer_city_joao pinheiro,0.0
customer_city_joao ramalho,0.0
customer_city_joinville,0.0
customer_city_jose bonifacio,0.0
customer_city_leopoldina,0.0
customer_city_juina,0.0
customer_city_juiz de fora,0.0
customer_city_jupi,0.0
customer_city_juruaia,0.0
customer_city_vespasiano,0.0
customer_city_lagoa da confusao,0.0
customer_city_lagoa santa,0.0
customer_city_lajeado,0.0
customer_city_laranjal paulista,0.0
customer_city_laurentino,0.0
customer_city_lauro de freitas,0.0
customer_city_lavras,0.0
customer_city_leme,0.0
customer_city_jucurutu,0.0
customer_city_divinopolis,0.0
customer_city_dois irmaos,0.0
customer_city_dois vizinhos,0.0
customer_city_dom eliseu,0.0
customer_city_dormentes,0.0
customer_city_duartina,0.0
customer_city_duque de caxias,0.0
customer_city_eldorado,0.0
customer_city_eldorado do sul,0.0
customer_city_elisiario,0.0
customer_city_embauba,0.0
customer_city_embu das artes,0.0
customer_city_imaculada,0.0
customer_city_encantado,0.0
customer_city_encruzilhada do sul,0.0
customer_city_esmeralda,0.0
customer_city_espera feliz,0.0
customer_city_espigao do oeste,0.0
customer_city_esplanada,0.0
customer_city_estancia velha,0.0
customer_city_esteio,0.0
customer_city_estiva gerbi,0.0
customer_city_estrela,0.0
customer_city_estrela d oeste,0.0
customer_city_eunapolis,0.0
customer_city_farroupilha,0.0
customer_city_embu-guacu,0.0
customer_city_contagem,0.0
